CCN(CC)CCN1C(=O)C(O)=C(C(=O)/C=C/c2ccco2)C1c1ccc(*)cc1;OC;CCN(CC)CCN1C(=O)C(O)=C(C(=O)/C=C/c2ccco2)C1c1ccc(OC)cc1
Cc1oc2ccc(OC*)cc2c1C(=O)OC(C)C;C(=O)O;Cc1oc2ccc(OCC(=O)O)cc2c1C(=O)OC(C)C
CCCc1cc(NCCC*)n2c(nc3ccccc23)c1C#N;N(CC)CC;CCCc1cc(NCCCN(CC)CC)n2c(nc3ccccc32)c1C#N
COc1ccc(/C=C(/C(=O)Nc2ccccc2O)*)cc1OC;C#N;COc1ccc(/C=C(\C#N)C(=O)Nc2ccccc2O)cc1OC
O(C(=O)C1=C(N)Oc2cc(C)n(CC)c(=O)c2C1c1ccc(OC)cc1)*;CC;CCOC(=O)C1=C(N)Oc2cc(C)n(CC)c(=O)c2C1c1ccc(OC)cc1
Cc1nn2c(N3CCN(C(=O)c4ccco4)CC3)cc(C(C)(C)C)nc2c1*;c1ccccc1;Cc1nn2c(N3CCN(C(=O)c4ccco4)CC3)cc(C(C)(C)C)nc2c1-c1ccccc1
O(C(=O)c1c(-c2ccccc2)csc1NC(=O)/C=C/c1ccco1)*;CC;CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)/C=C/c1ccco1
C(n1c(=O)c2c(nc3n(-c4ccccc4OC)c(-c4ccccc4)cn23)n(C)c1=O)*;CC;CCCn1c(=O)c2c(nc3n(-c4ccccc4OC)c(-c4ccccc4)cn23)n(C)c1=O
CCOc1cccc2cc(C(N)=O)/c(=N/c3ccccc3*)oc12;OC;CCOc1cccc2cc(C(N)=O)/c(=N/c3ccccc3OC)oc12
c1(*)cc(CC)n(-c2nc3c(c(=O)n(CC)c(=O)n3C)n2Cc2ccc(OC)cc2)n1;CC;CCc1cc(CC)n(-c2nc3c(c(=O)n(CC)c(=O)n3C)n2Cc2ccc(OC)cc2)n1
N(CC)(CCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)C)*;CC;CCN(CC)CCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)C
COc1ccccc1*;NC(=O)c1snnc1C;COc1ccccc1NC(=O)c1snnc1C
O=C(c1ccc(F)cc1)*;Nc1c(C(=O)Nc2ccc(F)cc2)oc2ccccc12;O=C(Nc1c(C(=O)Nc2ccc(F)cc2)oc2ccccc12)c1ccc(F)cc1
CCOC(=O)c1cnc2cc(C(F)(F)F)ccc2c1N*;c1ccc(O)c(C(=O)O)c1;CCOC(=O)c1cnc2cc(C(F)(F)F)ccc2c1Nc1ccc(O)c(C(=O)O)c1
COc1ccc(C(O)P(=O)(OCCC(C)C)c2ccc(N(C)C)cc2)cc1*;OC;COc1ccc(C(O)P(=O)(OCCC(C)C)c2ccc(N(C)C)cc2)cc1OC
CCOc1ccc2c(c1)c(=O)c(S(=O)(=O)*)cn2Cc1ccc(OC)cc1;c1ccc(C)cc1;CCOc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccc(C)cc1)cn2Cc1ccc(OC)cc1
CCCCNC(=O)C(=O)NCC*;C1CCCCN1S(=O)(=O)c1ccccc1;CCCCNC(=O)C(=O)NCCC1CCCCN1S(=O)(=O)c1ccccc1
C(CNC(=O)c1ccc2c(c1)ncn2-c1ccccc1)*;COC;COCCCNC(=O)c1ccc2c(c1)ncn2-c1ccccc1
O=C(Nc1cccc(Cl)c1)*;Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1;O=C(Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1)Nc1cccc(Cl)c1
O=c1oc2ccccc2cc1*;c1nc(-c2ccc(C3CCCCC3)cc2)cs1;O=c1oc2ccccc2cc1-c1nc(-c2ccc(C3CCCCC3)cc2)cs1
COc1ccc(Cn2c(SCC(=O)Nc3ccccc3*)nc3ccc(N4CCOCC4)cc3c2=O)cc1;OC;COc1ccc(Cn2c(SCC(=O)Nc3ccccc3OC)nc3ccc(N4CCOCC4)cc3c2=O)cc1
COc1ccccc1-c1nc2n(n1)C(c1cccnc1)C(*)=C(C)N2;C(N)=O;COc1ccccc1-c1nc2n(n1)C(c1cccnc1)C(C(N)=O)=C(C)N2
O=C(C1=C(O)C(=O)N(CCN2CCOCC2)C1c1ccc(F)cc1)*;c1ccccc1;O=C(C1=C(O)C(=O)N(CCN2CCOCC2)C1c1ccc(F)cc1)c1ccccc1
CC(C)(O*)C(=O)O;C(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;CC(C)(OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
O=S(=O)(NCC1(N2CCOCC2)CCC1)*;c1ccccc1;O=S(=O)(NCC1(N2CCOCC2)CCC1)c1ccccc1
O=C(NCCc1ccc(F)cc1)*;C1CCCC(=O)N1Cc1ccc(F)cc1;O=C(NCCc1ccc(F)cc1)C1CCCC(=O)N1Cc1ccc(F)cc1
CCCCO*;C(=O)CSC1=C(C#N)C(c2ccccc2)CC(=O)N1;CCCCOC(=O)CSC1=C(C#N)C(c2ccccc2)CC(=O)N1
O=C(Nc1ccc2c(c1)OCO2)N*;C1CCN(c2ccc(C(F)(F)F)cn2)C1;O=C(Nc1ccc2c(c1)OCO2)NC1CCN(c2ccc(C(F)(F)F)cn2)C1
C=CCN(CC=C)S(=O)(=O)*;c1ccc(C(=O)Nc2nc3ccc4sc(C)nc4c3s2)cc1;C=CCN(CC=C)S(=O)(=O)c1ccc(C(=O)Nc2nc3ccc4sc(C)nc4c3s2)cc1
CCOc1ccc2nc(NC(=O)c3ccc(S(=O)(=O)N(CCC#N)*)cc3)sc2c1;CCC#N;CCOc1ccc2nc(NC(=O)c3ccc(S(=O)(=O)N(CCC#N)CCC#N)cc3)sc2c1
COc1ccc(N2CC(*)CC2=O)cc1OC;C(=O)O;COc1ccc(N2CC(C(=O)O)CC2=O)cc1OC
COc1ccccc1OCCN1C(=O)C(N*)c2cc(Cl)ccc21;C(C)=O;COc1ccccc1OCCN1C(=O)C(NC(C)=O)c2cc(Cl)ccc21
O(c1cc(C(=O)Nc2ccc(N3CCCC3=O)c(C)c2)cc(OCC)c1OCC)*;CC;CCOc1cc(C(=O)Nc2ccc(N3CCCC3=O)c(C)c2)cc(OCC)c1OCC
N(CC)(C(=O)COc1coc(CN2CCN(c3cccc(Cl)c3)CC2)cc1=O)*;CC;CCN(CC)C(=O)COc1coc(CN2CCN(c3cccc(Cl)c3)CC2)cc1=O
CCn1c(N2CCCCC2)nc2c1c(=O)n(*)c(=O)n2C;Cc1ccc(Cl)cc1;CCn1c(N2CCCCC2)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C
O=C(O)CC*;CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)SC1=S;O=C(O)CCCCCN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)SC1=S
Cc1c(Cl)cccc1N1CCCn2c1nc1c2c(=O)n(C*)c(=O)n1C;C(C)C;Cc1c(Cl)cccc1N1CCCn2c1nc1c2c(=O)n(CC(C)C)c(=O)n1C
O(C(=O)c1c(NC(=O)CSc2nnc(-c3ccncc3)o2)sc2c1CCC2)*;CC;CCOC(=O)c1c(NC(=O)CSc2nnc(-c3ccncc3)o2)sc2c1CCC2
O=C(CSc1ncnc2c1cnn2*)NC1CCCCC1;c1ccc(Cl)cc1;O=C(CSc1ncnc2c1cnn2-c1ccc(Cl)cc1)NC1CCCCC1
O=C(C*)NC1CCCC1;CCN1C(=O)/C(=C\c2cccs2)SC1=S;O=C(CCCN1C(=O)/C(=C\c2cccs2)SC1=S)NC1CCCC1
COc1ccc(C(=O)C2=C(O)C(=O)N(CC*)C2c2cc(OC)c(OC)c(OC)c2)cc1;N(C)C;COc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)C2c2cc(OC)c(OC)c(OC)c2)cc1
COc1cccc(C2CC(c3ccccc3NS(C)(=O)=O)=NN2*)c1O;C(=O)CCC(=O)O;COc1cccc(C2CC(c3ccccc3NS(C)(=O)=O)=NN2C(=O)CCC(=O)O)c1O
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(CCO)CC1)n2*;CCOc1ccccc1;Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(CCO)CC1)n2CCOc1ccccc1
COc1ccc(OC)c(-c2nnc(SCC(=O)Nc3ccc(*)cc3)o2)c1;OC(F)(F)F;COc1ccc(OC)c(-c2nnc(SCC(=O)Nc3ccc(OC(F)(F)F)cc3)o2)c1
COc1cc(*)cc(C2=NC3(CCCCC3)N(C(=O)c3ccc(F)cc3)C2=S)c1;OC;COc1cc(OC)cc(C2=NC3(CCCCC3)N(C(=O)c3ccc(F)cc3)C2=S)c1
c1(*)cnc2c(c1SC1CCCC1)c(=O)n(C)c(=O)n2C;CCC;CCCc1cnc2c(c1SC1CCCC1)c(=O)n(C)c(=O)n2C
O=C(c1ccccc1Oc1ccccc1)*;Nc1nc2c(Cl)cccc2s1;O=C(Nc1nc2c(Cl)cccc2s1)c1ccccc1Oc1ccccc1
C=CCN(C*)S(=O)(=O)c1ccc(C(=O)Nc2nnc(C3CC3)o2)cc1;C=C;C=CCN(CC=C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(C3CC3)o2)cc1
COc1ccc(Cl)cc1*;NC(=O)CS(=O)(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12;COc1ccc(Cl)cc1NC(=O)CS(=O)(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12
COc1cc(N/C=C(/C#N)S(=O)(=O)c2ccc(Cl)cc2)cc(*)c1;OC;COc1cc(N/C=C(/C#N)S(=O)(=O)c2ccc(Cl)cc2)cc(OC)c1
O=C(N*)c1ccc(S(=O)(=O)N2CCCC2)cc1;c1nc2cc3c(cc2s1)OCO3;O=C(Nc1nc2cc3c(cc2s1)OCO3)c1ccc(S(=O)(=O)N2CCCC2)cc1
CC(C)(C)n1nc2c(c1N*)CS(=O)(=O)C2;C(=O)c1cc(Cl)ccc1[N+](=O)[O-];CC(C)(C)n1nc2c(c1NC(=O)c1cc(Cl)ccc1[N+](=O)[O-])CS(=O)(=O)C2
COc1ccc(NC(=O)COC(=O)c2ccc(C)cc2)cc1*;OC;COc1ccc(NC(=O)COC(=O)c2ccc(C)cc2)cc1OC
N(C(=O)Cn1c(NCC)nc2c1c(=O)n(C)c(=O)n2C)*;CC;CCNC(=O)Cn1c(NCC)nc2c1c(=O)n(C)c(=O)n2C
O=C(Nc1cccc2c1C(=O)NC2=O)*;c1ccc(N2C(=O)CCC2=O)cc1;O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(N2C(=O)CCC2=O)cc1
CNC(=O)c1ccsc1NC(=O)*;Cc1ccccc1;CNC(=O)c1ccsc1NC(=O)Cc1ccccc1
CCCn1c(=O)c2sccc2n2c(CCC(=O)Nc3ccc(*)cc3)nnc12;OCC;CCCn1c(=O)c2sccc2n2c(CCC(=O)Nc3ccc(OCC)cc3)nnc12
CCCCCCCCCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1*;CCCc1ccccc1;CCCCCCCCCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCCc1ccccc1
CCCC*;Cn1c(Br)nc2c1c(=O)n(C)c(=O)n2C;CCCCCn1c(Br)nc2c1c(=O)n(C)c(=O)n2C
CCCCCCCCc1c(C)c(C#N)c2nc3ccccc3n2c1*;NCCCOCC;CCCCCCCCc1c(C)c(C#N)c2nc3ccccc3n2c1NCCCOCC
CCN(Cc1ccccc1)c1ncnc2c1cnn2*;c1cc(C)cc(C)c1;CCN(Cc1ccccc1)c1ncnc2c1cnn2-c1cc(C)cc(C)c1
COC(=O)*;c1ccc(C)c(-n2c(N)c(C(=O)Nc3ccccc3C)sc2=S)c1;COC(=O)c1ccc(C)c(-n2c(N)c(C(=O)Nc3ccccc3C)sc2=S)c1
N(C(=O)C(=O)NCC1OCCN1S(=O)(=O)c1ccccc1)*;Cc1ccc(C)cc1;Cc1ccc(CNC(=O)C(=O)NCC2OCCN2S(=O)(=O)c2ccccc2)cc1
CCS(=O)(=O)N*;c1ccc(C2=NN(S(C)(=O)=O)C(c3cccc(F)c3)C2)cc1;CCS(=O)(=O)Nc1ccc(C2=NN(S(C)(=O)=O)C(c3cccc(F)c3)C2)cc1
O=C(CSc1nnc(CNC(=O)c2ccccc2)o1)N*;Cc1ccc2c(c1)OCO2;O=C(CSc1nnc(CNC(=O)c2ccccc2)o1)NCc1ccc2c(c1)OCO2
O=C(Nc1cccc(-c2ccc(N3CCCCCC3)nn2)c1)*;c1ccco1;O=C(Nc1cccc(-c2ccc(N3CCCCCC3)nn2)c1)c1ccco1
C(NC(=S)N1CCNC(=O)C1CC(=O)Nc1cccc(Cl)c1)*;C=C;C=CCNC(=S)N1CCNC(=O)C1CC(=O)Nc1cccc(Cl)c1
Cn1c(=O)[nH]c(=O)c2c1nc(*)n2CC(=O)c1ccccc1;N1CCCC1;Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCC1)n2CC(=O)c1ccccc1
O=C(CS*)Nc1ccccc1Cl;c1nccn2nc(-c3cccc4ccccc34)cc12;O=C(CSc1nccn2nc(-c3cccc4ccccc34)cc12)Nc1ccccc1Cl
Cc1onc(-c2ccccc2Cl)c1*;C(=O)Nc1ccc2c(C)cc(=O)[nH]c2c1;Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1ccc2c(C)cc(=O)[nH]c2c1
CC(C)N(C(C)C)*;C(=O)Cn1cc(SCC(=O)Nc2ccccc2)c2ccccc12;CC(C)N(C(=O)Cn1cc(SCC(=O)Nc2ccccc2)c2ccccc21)C(C)C
COc1ccccc1C1CC(c2ccccc2NS(C)(=O)=O)=NN1*;C(=O)CCC(=O)O;COc1ccccc1C1CC(c2ccccc2NS(C)(=O)=O)=NN1C(=O)CCC(=O)O
CCOC(=O)*;c1nn(-c2ccc(C)cc2)c(=O)c2c(NC(=O)c3ccc(Cl)cc3Cl)scc12;CCOC(=O)c1nn(-c2ccc(C)cc2)c(=O)c2c(NC(=O)c3ccc(Cl)cc3Cl)scc12
NC(=O)c1ccsc1N*;C(=O)c1ccc(Cl)s1;NC(=O)c1ccsc1NC(=O)c1ccc(Cl)s1
CCc1ccccc1NC(=O)*;Cn1c(=O)n(CCCCCC(=O)NCc2ccc(C)cc2)c(=O)c2sccc12;CCc1ccccc1NC(=O)Cn1c(=O)n(CCCCCC(=O)NCc2ccc(C)cc2)c(=O)c2sccc21
Cc1ccccc1NCC*;Cn1c(C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12;Cc1ccccc1NCCCn1c(C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12
COc1ccc(C(=O)Nc2ccc3c(c2)CN(C(C)=O)CC3)c(*)c1;OC;COc1ccc(C(=O)Nc2ccc3c(c2)CN(C(C)=O)CC3)c(OC)c1
C(CCCCn1c(N2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C)*;CCCC;CCCCCCCCCn1c(N2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C
O=C(N*)C1CC1;C1CCN(Cc2ccccc2Cl)CC1;O=C(NC1CCN(Cc2ccccc2Cl)CC1)C1CC1
COc1cc(/C=C2\Oc3cc(OC(C)=O)cc(C)c3C2=O)cc(*)c1OC;OC;COc1cc(/C=C2\Oc3cc(OC(C)=O)cc(C)c3C2=O)cc(OC)c1OC
O=C(Nc1c(Cl)cc(Cl)cc1Cl)*;CSc1nnc2ccccn12;O=C(CSc1nnc2ccccn12)Nc1c(Cl)cc(Cl)cc1Cl
Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2ccc(C(=O)c3ccccc3)cc2)c1*;C(N)=O;Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(=O)c2ccc(C(=O)c3ccccc3)cc2)c1C(N)=O
COCCCNC(=O)CS*;c1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1;COCCCNC(=O)CSc1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1
COc1ccccc1C1c2c(oc3cc(C)c(C)cc3c2=O)C(=O)N1CC*;N(C)C;COc1ccccc1C1c2c(oc3cc(C)c(C)cc3c2=O)C(=O)N1CCN(C)C
CNC(=O)*;CSc1nc(-c2cccs2)cc(C(F)(F)F)c1C#N;CNC(=O)CSc1nc(-c2cccs2)cc(C(F)(F)F)c1C#N
CCc1ccc(*)c(S(=O)(=O)n2cc(C)nc2-c2ccccc2)c1;OC;CCc1ccc(OC)c(S(=O)(=O)n2cc(C)nc2-c2ccccc2)c1
CCOC(=O)c1c(-c2ccc(C)c(C)c2)csc1N*;C(=O)C(C)(C)C;CCOC(=O)c1c(-c2ccc(C)c(C)c2)csc1NC(=O)C(C)(C)C
O=C(CC(c1ccccc1)c1ccccc1)Nc1c2c(nn1*)CS(=O)(=O)C2;c1ccccc1;O=C(CC(c1ccccc1)c1ccccc1)Nc1c2c(nn1-c1ccccc1)CS(=O)(=O)C2
COc1cc(/C=C2\SC(=S)N(c3cccc(O)c3)C2=O)ccc1O*;CC(=O)O;COc1cc(/C=C2\SC(=S)N(c3cccc(O)c3)C2=O)ccc1OCC(=O)O
Cc1ccc(C(=O)CSc2nc3cc(C(=O)NCCC(C)C)ccc3c(=O)n2*)cc1;CCC(C)C;Cc1ccc(C(=O)CSc2nc3cc(C(=O)NCCC(C)C)ccc3c(=O)n2CCC(C)C)cc1
O=C(Cc1cccs1)N1CCN=C1S*;Cc1ccccc1F;O=C(Cc1cccs1)N1CCN=C1SCc1ccccc1F
O(C(=O)COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)c(C)oc2c1)*;CC;CCOC(=O)COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)c(C)oc2c1
C(N(CCC)S(=O)(=O)c1ccc(OC)c(OC)c1)*;CC;CCCN(CCC)S(=O)(=O)c1ccc(OC)c(OC)c1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(*)cc1;OC;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1
CCSc1nc2c(c(=O)n(C)c(=O)n2C)n1*;Cc1cccc(C)c1;CCSc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1cccc(C)c1
n1(*)c(=S)[nH]c2ccccc2c1=O;CCC;CCCn1c(=S)[nH]c2ccccc2c1=O
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(C(C)C)/c1=N\C(=O)c1ccc(*)cc1;OC;CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(C(C)C)/c1=N\C(=O)c1ccc(OC)cc1
COCCn1c(C)cc2c(c1=O)C(*)C(C#N)=C(N)O2;c1cc(OC)c(OC)c(OC)c1;COCCn1c(C)cc2c(c1=O)C(c1cc(OC)c(OC)c(OC)c1)C(C#N)=C(N)O2
CCCNC(=O)c1ccc(Cn2c(S*)nc3ccccc3c2=O)cc1;CC(N)=O;CCCNC(=O)c1ccc(Cn2c(SCC(N)=O)nc3ccccc3c2=O)cc1
C(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)*;CCCC;CCCCC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1
O=C(N*)c1ccccc1[N+](=O)[O-];Cc1ccccc1;O=C(NCc1ccccc1)c1ccccc1[N+](=O)[O-]
CCN(CCO)C(=O)C*;N1C(=O)/C(=C/c2ccc(OC)c(OC)c2)SC1=S;CCN(CCO)C(=O)CN1C(=O)/C(=C/c2ccc(OC)c(OC)c2)SC1=S
O=C(NCCc1csc(-c2ccc(F)cc2)n1)*;c1ccccc1;O=C(NCCc1csc(-c2ccc(F)cc2)n1)c1ccccc1
C(CCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(C)CC1)*;CCC;CCCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(C)CC1
Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCN(c3cccc(Cl)c3)CC1)n2*;Cc1c(F)cccc1Cl;Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCN(c3cccc(Cl)c3)CC1)n2Cc1c(F)cccc1Cl
CNC(=O)Cc1ccc(-n2c(=O)c3ccccc3n(CC(=O)Nc3ccc(*)c(OC)c3)c2=O)cc1;OC;CNC(=O)Cc1ccc(-n2c(=O)c3ccccc3n(CC(=O)Nc3ccc(OC)c(OC)c3)c2=O)cc1
COC(=O)CSC1=C(*)C(c2ccccc2Cl)CC(=O)N1;C#N;COC(=O)CSC1=C(C#N)C(c2ccccc2Cl)CC(=O)N1
Cc1ccc(C(=O)c2sc3nc(C)cc(*)c3c2N)cc1;C(F)(F)F;Cc1ccc(C(=O)c2sc3nc(C)cc(C(F)(F)F)c3c2N)cc1
O=C(CSc1nc(-c2ccc(F)cc2)[nH]c1*)Nc1ccc2c(c1)OCCO2;c1ccc(F)cc1;O=C(CSc1nc(-c2ccc(F)cc2)[nH]c1-c1ccc(F)cc1)Nc1ccc2c(c1)OCCO2
O=C1c2oc3ccc(Br)cc3c(=O)c2C(c2ccccc2)N1C*;CO;O=C1c2oc3ccc(Br)cc3c(=O)c2C(c2ccccc2)N1CCO
COC(=O)c1ccc(COc2ccc3c(c2)O/C(=C\c2ccc(OC)c(*)c2OC)C3=O)cc1;OC;COC(=O)c1ccc(COc2ccc3c(c2)O/C(=C\c2ccc(OC)c(OC)c2OC)C3=O)cc1
c1(*)cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc23)c1C#N;CCC;CCCc1cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc32)c1C#N
N(CC(=O)c1c[nH]c2ccccc12)*;CCCC;CCCCNCC(=O)c1c[nH]c2ccccc12
CN(S(=O)(=O)c1ccc2[nH]cc(C(=O)N3CCN(c4ccccc4)CC3)c(=O)c2c1)*;c1ccc(F)cc1;CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2[nH]cc(C(=O)N3CCN(c4ccccc4)CC3)c(=O)c2c1
O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)*;NC1CCCCC1;O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)NC1CCCCC1
O=C(C*)N1CCCCC1;Sc1nnc(-c2ccc(Cl)s2)o1;O=C(CSc1nnc(-c2ccc(Cl)s2)o1)N1CCCCC1
C(N1C(=O)CCc2cc(NS(=O)(=O)c3cccc4ccccc34)ccc21)*;CC;CCCN1C(=O)CCc2cc(NS(=O)(=O)c3cccc4ccccc34)ccc21
O=C(Nc1ccc(-c2cn3c(n2)SCC3)cc1)*;Cc1ccc(F)cc1;O=C(Cc1ccc(F)cc1)Nc1ccc(-c2cn3c(n2)SCC3)cc1
O=C(NCc1ccc(F)cc1)C(=O)*;NCC1CCCN1S(=O)(=O)c1ccccc1;O=C(NCc1ccc(F)cc1)C(=O)NCC1CCCN1S(=O)(=O)c1ccccc1
CC=C1CC2CCC(C1)N2C(=O)*;c1ccc(N2C(=O)CCC2=O)cc1;CC=C1CC2CCC(C1)N2C(=O)c1ccc(N2C(=O)CCC2=O)cc1
Cn1c(=O)n(Cc2ccc(Br)cc2)c(=O)c2c1nc1n2CCCN1*;CCc1ccccc1;Cn1c(=O)n(Cc2ccc(Br)cc2)c(=O)c2c1nc1n2CCCN1CCc1ccccc1
O=C(Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2)*;C1CC1;O=C(Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2)C1CC1
Cc1ccccc1N*;C(=O)CSc1ncnc2ccccc12;Cc1ccccc1NC(=O)CSc1ncnc2ccccc12
COc1cc2nc(NC(=O)c3ccc(S(=O)(=O)*)cc3)sc2cc1OC;N(C)C;COc1cc2nc(NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)sc2cc1OC
n1(*)nc(C(=O)Nc2cccc(NS(C)(=O)=O)c2)cc1C;CC;CCn1nc(C(=O)Nc2cccc(NS(C)(=O)=O)c2)cc1C
C(COc1ccc(C2=N/C(=C\c3ccc(Br)cc3)C(=O)N2c2ccc(C(C)=O)cc2)cc1)*;CC;CCCCOc1ccc(C2=N/C(=C\c3ccc(Br)cc3)C(=O)N2c2ccc(C(C)=O)cc2)cc1
COCCN1C(=O)/C(=C/c2c(NCCO*)nc3c(C)cccn3c2=O)SC1=S;CCO;COCCN1C(=O)/C(=C/c2c(NCCOCCO)nc3c(C)cccn3c2=O)SC1=S
C(Oc1cccc(C(=O)Nc2sc3c(c2C#N)CCN(C(C)=O)C3)c1)*;CCC;CCCCOc1cccc(C(=O)Nc2sc3c(c2C#N)CCN(C(C)=O)C3)c1
CC(C)C*;C(C(=O)O)N1C(=O)c2ccccc2C1=O;CC(C)CC(C(=O)O)N1C(=O)c2ccccc2C1=O
C(N1C(=O)c2oc3ccccc3c(=O)c2C1c1cccs1)*;CN(C)C;CN(C)CCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cccs1
O=S(=O)(c1ccc2c(c1)Cc1cc(S(=O)(=O)N3CCCC3)ccc1-2)*;N1CCCC1;O=S(=O)(c1ccc2c(c1)Cc1cc(S(=O)(=O)N3CCCC3)ccc1-2)N1CCCC1
Cc1ccccc1*;c1nc(S(=O)(=O)c2ccccc2)c(NCCCN(C)C)o1;Cc1ccccc1-c1nc(S(=O)(=O)c2ccccc2)c(NCCCN(C)C)o1
C=C1CC2CCC(C1)N2*;C(=O)c1cccc(OC(F)(F)F)c1;C=C1CC2CCC(C1)N2C(=O)c1cccc(OC(F)(F)F)c1
O=C(Nc1nc(-c2cccs2)cs1)*;c1ccc(Cl)s1;O=C(Nc1nc(-c2cccs2)cs1)c1ccc(Cl)s1
O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N*;c1ccc(Oc2ccccc2)cc1;O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)Nc1ccc(Oc2ccccc2)cc1
O=C(N*)C1CC1;C1CCCN(c2ncnc3[nH]ncc23)C1;O=C(NC1CCCN(c2ncnc3[nH]ncc23)C1)C1CC1
CCN(CCCNC(=O)CCC*)c1cccc(C)c1;CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3;CCN(CCCNC(=O)CCCCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)c1cccc(C)c1
Cc1cc(C)cc(C(=O)Nc2c(C(=O)Nc3ccc(*)cc3)oc3ccccc23)c1;[N+](=O)[O-];Cc1cc(C)cc(C(=O)Nc2c(C(=O)Nc3ccc([N+](=O)[O-])cc3)oc3ccccc23)c1
O=C(NC*)c1ccccc1Cl;Cn1nc(-c2ccc(F)cc2)ccc1=O;O=C(NCCn1nc(-c2ccc(F)cc2)ccc1=O)c1ccccc1Cl
O=C(Nc1cccc(F)c1)*;CSc1nc2c(c(=O)n1-c1ccc(Br)cc1)SCC2;O=C(CSc1nc2c(c(=O)n1-c1ccc(Br)cc1)SCC2)Nc1cccc(F)c1
Cc1ccccc1N*;C(=O)CSc1nnc(Cn2c(=O)sc3ccccc23)n1C;Cc1ccccc1NC(=O)CSc1nnc(Cn2c(=O)sc3ccccc32)n1C
CC(C)(C)*;c1ccc(C(=O)Nc2c3c(nn2-c2ccc(Cl)cc2)CS(=O)(=O)C3)cc1;CC(C)(C)c1ccc(C(=O)Nc2c3c(nn2-c2ccc(Cl)cc2)CS(=O)(=O)C3)cc1
O=S(=O)(c1ccc(Oc2ccccc2)cc1)*;N1CCN(Cc2ccc3c(c2)OCO3)CC1;O=S(=O)(c1ccc(Oc2ccccc2)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
